USER,DATE,STAR,LIKE,TITLE,REVIEW
Taco2031,2021-08-05 14:25:11-07:00,3,0,Battery life,I like using the app but the biggest problem is it take a ton of my battery compare to Hulu or Disney plus
Nanniegirl,2021-08-05 14:17:01-07:00,5,0,Very great TV App!,"Everything is fine for me, but I NEED MORE POKÉMON SUN AND MOON!!! It’s so goooood! I need more eps!"
its ev ok ?,2021-08-05 13:41:15-07:00,4,0,why can’t we screenshot,"overall netflix is an amazing app on mobile any mobile device, great set up, awesome movies/series. but why can’t we screen record or screenshot? please add this feature."
skjdbajxvsb,2021-08-05 13:27:14-07:00,3,0,missing shows,so usally when i use netflix on other places like mt tv or website everything is there but when its n the app its missing like the 100 or beastars are sum i couldnt find in my most recent almost mite than half are gone heh 😃
s3ba725 Gaming,2021-08-05 12:33:10-07:00,5,0,Just buy this!!,"You can watch this anytime, anywhere!! I like to download movies for the airplane when I travel to somewhere and this app really saves me when there’s no tv xD. You can even play games on this app! You can watch on a phone tablet tv and the list goes on. This is all just my opinion and you should buy this."
italeymay,2021-08-05 11:50:03-07:00,3,0,Henry Danger,Hello Netflix I was just going to ask when you are going to put out the rest of the episodes of Henry Danger?? The rest of my siblings are dying for it and so am I. Idk but some people say they have it and I don’t???
3alyoon,2021-08-05 11:03:54-07:00,1,0,I hate you guys,You removed flash
lion girl 🦁,2021-08-05 10:25:46-07:00,4,0,Friends,Love Netflix but bring back friends on it’s a amazing show!!
Kerbeus lover,2021-08-05 09:57:20-07:00,4,0,Classics,I love the app but I wish there were more classics like Steven Universe and Slugtera.
doggggggg139471,2021-08-05 09:08:25-07:00,5,0,Pls add this show,Craig of the creek
BlueDreamer3743,2021-08-05 08:59:48-07:00,2,0,Can’t sign in,Deleted and redownloaded but keeps glitching out on sign in screen and won’t let me type more then a few letters and automatically takes me back
sister300,2021-08-05 05:43:07-07:00,5,0,Maggie and Bianca fashion friends,This show needs to be brought back to Netflix. Pls bring it back. The show is about two sister sharing a room not knowing that they are sisters until matching shirts that kind of get them more connected. It’s about to embrace your beauty and creativity. Here is five stars to bring back the show to Netflix pls.
ArlanaGrace,2021-08-04 23:59:28-07:00,1,0,Can’t sign in,"It’s been like, three months of me trying to watch Netflix on my phone and they still haven’t fixed the problem with not letting people log in."
TheOceanStryder,2021-08-04 22:16:44-07:00,3,0,Not being able to watch shows that are in different locations,I have been watching shows on Netflix in another country or awhile now but I recently moved to a different country and now I can’t watch the shows that I was watching before since they are not on the region I am in now. It would be really great if you could change to different regions so that you could watch shows from that region.
spongebobny,2021-08-04 21:44:52-07:00,5,0,Fear street,If y’all don’t make another fear street 😧🔫this a warning :) ok have a nice day and sleep tight😏
45_kk,2021-08-04 21:15:17-07:00,2,0,Problem,Netflix want let me login
wappy master,2021-08-04 19:52:47-07:00,5,0,Wappy wappy,My wap is very pleased #wap
cyn7436582,2021-08-04 19:29:59-07:00,4,0,Grey’s Anatomy,"Where did the series go? We were watching an episode this morning and now the series doesn’t even show up in search, or continue to watch"
TallOne52,2021-08-04 18:13:13-07:00,4,0,Kakeguri I my   Best anime,Love live Sunshine or the
itz_Olivia2014,2021-08-04 18:07:44-07:00,5,0,Can you add these movies pls,can u add the one when barbie was stuck in a video game and the second chance one pls!!!🙏thanks
NightWol7,2021-08-04 16:57:07-07:00,3,0,8/3/21,"Just earlier today I was watching an anime I was about to finish called Toradora! I really like it but just around 4:52ish, it changed and now more than half of my continue watching is gone, I’m unable to watch any of them except for two. Any other movie or show doesn’t even allow me to watch it. Now I’m only 11 so it could be that my parents didn’t pay the bill, but I’m on the urge of crying out of anger, so if this is indeed your doing, please fix this bug."
Lia Rebecca Lucy,2021-08-04 16:24:00-07:00,1,0,Pls put monster high and bratz back on Netflix,"Hey Netflix,I need you to put monster high movies and bratz movies back.If not I’m going to go INSANE.So please add them back.And if not I’m going to cry myself to sleep.Please and thank you:)"
meowvelous09,2021-08-04 16:12:51-07:00,1,0,Not very happy,I’ve been trying to watch miraculous and first all the episodes are so out of order and now it’s glitching and everything I watch is not letting me view it. THIS IS RIDICULOUS UTTERLY RIDICULOUS YOUR FIERD!
shawtytriflin,2021-08-04 15:40:04-07:00,5,0,if you cool put yo netflix password,please
kdhdjdjfkd'm',2021-08-04 12:27:52-07:00,1,0,No Hungarian folk tales,I love to see Hungarian folk tales On Netflix so please add it pretty please
RangerFG,2021-08-04 11:27:55-07:00,1,0,Why CloudFlare is blocked,Why CloudFlare is blocked even it do not have geo unblock function. And CloudFlare will report original IP in Connection.
Mdgsrc,2021-08-04 09:56:33-07:00,5,0,Please consider….,I love Netflix. It’s so easy to use and there’s tons of options for all ages. I just wish there was an option in the parental guide section for limiting the amount of time kids stay are allowed on it. Having the ability to use it anywhere is my favorite part which also means my kids can too. Please consider adding a timer option for kids profiles.
jbhabibi,2021-08-04 05:57:53-07:00,1,1,Keeps bumping me off the app,"For one, the app won’t keep me signed in so I have to sign in every time I open it. Secondly, whenever I start watching something, it will play for a few seconds then stops and goes back to the sign in page."
i wat toes,2021-08-04 02:24:05-07:00,3,0,Profile icons,I feel like Netflix should add some anime profile icons.
somethingrandomhereidk,2021-08-04 01:25:16-07:00,4,0,Mehh,Good amount of movies and shows. Random but needs better profile icons lol
its.julieannatkinson,2021-08-03 23:54:51-07:00,5,0,Outerbanks,Can y’all please make season 3 of outerbanks longer. There needs to be more to it
applegeekfan,2021-08-03 22:41:15-07:00,1,0,They won’t take iTunes anymore,Had to cancel they don’t take iTunes anymore
suckmywigglydingdong,2021-08-03 21:03:26-07:00,2,0,Removal of shows,You guys have an issue of removing or cancelling shows many fans enjoy and are currently watching I was a victim to this not good bring back all those shows
nataleighedwards,2021-08-03 20:26:30-07:00,4,0,Small issue,"So Netflix is amazing, love it so much! You guys add amazing shows that are adored by people, but you remove all the 5-Star, Adored and loved shows! But other than that I 100% recommend😋"
gymn!best,2021-08-03 19:54:41-07:00,3,0,It need some work,It’s a really got app but it doesn’t have all the basics that I want to to watch like the croods and I’m kinda disappointed but it’s a pretty good app
swiftyface,2021-08-03 19:43:51-07:00,5,0,Dragons ball super,Netflix please please add Dragon ball super Broly I’m pretty sure I’m not the only one who wants to see this movie on Netflix I’m pretty sure it will draw more people to Netflix which mean more money for you and entertainment for us and everybody else on the Netflix team will enjoy as well
Nessa Daniel,2021-08-03 18:47:34-07:00,1,0,MAKE IT SO I CAN DOWNLOAD SHOWS.,Garbage it wont let me download episodes on my Phone.
Karen284849,2021-08-03 18:30:52-07:00,5,0,Dear Netflix,Thank you for putting ‘THE EDGE OF SEVENTEEN’ on netflix
Pinocchio's,2021-08-03 17:10:46-07:00,1,0,Hassle no I don’t,No I don’t think it’s worth downloading instead of letting you login it seems as if you already have an account making it impossible to login
kyky_101,2021-08-03 16:50:51-07:00,5,0,Show,I think we should keep the originals on Netflix. Lots of people are watching it and it an amazing show. I think that you should keep the show in Netflix.
Ariana Juarrz,2021-08-03 16:05:52-07:00,5,0,Love Netflix but there’s a issue,Need to add new profiles like anime and marvel agents of S.H.I.E.L.D. bc there is any of them but besides that I love Netflix just pls add new profiles plz
Alexa Ng,2021-08-03 15:00:02-07:00,5,0,Put a English captions with black bars onto Netflix every video,"Can you put more English captions embedded with black bars onto each every video all of them including Garfield, Transformers and Captain Underpants series in Netflix? I was hoping that you should take your time to decide whether you editors and programmers agree with me or not."
Ace Ahmet,2021-08-03 13:34:32-07:00,2,0,فينتشينزو رجل المافية,"كنت حاط مسلسلات ب قائمتي و فينتشينزو رجل المافية مسلسلي المفضل ليش تشيلونه من عندي🙃
من تعيدوهم برجع النجوم 5"
Josiahtheman,2021-08-03 12:32:56-07:00,5,0,Naruto shippuden!!!,Ok so Netflix is such a good app but if I’m being honest if u guys wanna hit a jackpot of money add naruto shippuden everyone has been trying to watching it but it’s on Hulu and Hulu has 1 minute ads which is really annoying and Netflix doesn’t have ads so if you added naruto shippuden you guys would make serious money when people find out that you’ve added it they will be crazy going on Netflix now Netflix in the Caribbean is different they have naruto shippuden but you guys should add it I’ve also been trying to watching it but just giving some advice trust me add naruto shippuden.
hgunsz,2021-08-03 09:58:18-07:00,1,0,Netflix we need a talk,A bunch of my stuff is gone like avatar and bunked and my watch again became super small so I deleted you and it glitched when I was putting in the password and email it sent me back so yeah fix it please then I’ll give you 5 stars but now 1 star
rosalean/2005/12,2021-08-03 07:53:19-07:00,1,0,Won’t even let me sign in,It won’t let me sign in. I get halfway through typing my email and it glitches back and won’t let me enter anything fully
FireGamerBoyz,2021-08-03 07:23:55-07:00,4,0,downloads,i have tried time and time again however my downloads never seem to work properly and stay at 1% no matter if i’m on wifi or on data it just simply doesn’t download. please have the downloading issue fixed. and my netflix is updated.
Inna ßöåł çåł,2021-08-03 05:18:52-07:00,2,0,Turn restrictions off?,"Ok, so, there’s a problem with my iPad and it doesn’t show Netflix on it at all, and so I always need to go to the App Store, but when I do it, I can’t get on Netflix even though it needs to update but I can’t update it. I tried turning restrictions off, but it’s no where in the settings. Please fix this!! I want to watch Netflix!"
P4intz,2021-08-03 01:26:32-07:00,1,0,Removing naruto movies??,Sorry but ik yall ain’t finna remove the Naruto movies first y’all won’t get Naruto shippuden BUT yall also want to removed all of them??? The amount of money yall finna not get istg this is the most stupidest move yall finna make also with trying to remove ouran host club and hxh??? 🤨
rice and cereal,2021-08-03 00:24:45-07:00,5,0,add superjail please!,please please please add superjail on Netflix i have nothing else to watch it on  plus you guys have a the coolest app
lee5570,2021-08-02 21:43:25-07:00,1,0,Signing in,"Having such a huge problem signing in on the app on my phone, the app crashes, all the time when trying to sign in. It’s getting really old and annoying. I have to try multiple times to get it to sign in, and all of a sudden I’m having to sign in every time I want to watch tv, it doesn’t keep me logged in."
why netfilx,2021-08-02 21:26:44-07:00,1,0,Why did you take if little rascals,Little rascals is a outstanding movie why take it off maybe Netflix has a death wish put it back or else what happened when you were gonna take hunter x hunter and attack on titan off will happen again I thought Netflix had it all and this better not be for the hype house nobody is gonna watch it and maybe people will even cancel there subscription cause Disney plus is the one that has it all unlike Netflix that took of princess and the frog the little rascals and so much more if you don’t ad the little rascals and allll the other classic movies and tv show you will regret it…😊😈😈👿
TheGUywhoSaIdToAsT,2021-08-02 21:03:40-07:00,5,0,l,i like jha monke
heemmmi,2021-08-02 19:43:43-07:00,1,0,Netflix is very racist,Netflix took off The Princess in the frog one of the good African American musicals for the kids . You guys never want us to get credit for being creative. Bring back princess in the Frog
Creeper❤️'sminecraft,2021-08-02 19:42:06-07:00,5,0,IM CRYING OML!!!,AHHHHH YALL FINALLY ADDED 5 FEET APART!!!! I LOVE IT SO MUCH!!!😭😭😭
🐷PorkyFace111🐷,2021-08-02 18:12:32-07:00,5,0,It’s Netflix,"You’ve probably heard of this service, in which case my reviewing it is likely unnecessary. If you haven’t heard of Netflix, you should probably look to places that are not this review to figure out what it is. App is good, though."
Jamal Waller,2021-08-02 16:24:29-07:00,1,1,Sign in Issues,I just downloaded the app on my iPhone and every time I go to swipe to the next slide or sign in it sends me right back to the first slide and I’m disappointed in the app because this is one of my favorites streaming services.
hate_netflix,2021-08-02 15:24:01-07:00,1,0,The worst app,I hate this app u can’t use it unless your a member oh well that’s a great experience forget this stupid app I think they should let everyone use the app not just member🤬they need to upgrade
SpruceTamato,2021-08-02 15:03:44-07:00,2,1,I’m not sure what to title this,"every time i press the sign-in button, it takes me to the sign in part but a few seconds later, it take me back to the main screen where the sign in button is again."
Thisaintyomamashouse,2021-08-02 14:24:13-07:00,2,0,Needs more options,Cost is too much for what is offered. Old show/movies. Seems like once maybe twice a year something new comes out then it’s back to the basics. App should cost 4.99
galixiygracie,2021-08-02 14:24:13-07:00,5,0,Update,Can you update this app so when  you are waiting you can listen to music.
Cluc255,2021-08-02 12:10:18-07:00,3,0,Netflix Has Issues,"Netflix has the worst updates ever! When I’ve watched the first episode on season 5 of Hunter x Hunter after it came out, I was very unhappy that they removed the English subtitles for the Japanese sub. Netflix needs to fix that problem."
Billbob33,2021-08-02 11:45:00-07:00,4,0,Language barrier,Love using the app but there are some shows I want to watch that I can’t because of it not having the right language for it if you are going to release a show in the US then allow us to choose English so we can actually understand it and the main language wherever it gets released
gsfggbkgdhj,2021-08-02 10:46:05-07:00,5,0,Hi,It just needs more anime
rstdgcfh,2021-08-02 06:41:34-07:00,1,0,Worst game ever,O🌊🌊🌊🌊🌊🌊🌊🌪🌪🌪👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾🤬🤬🤬🤬🤬👍👍🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬😤😤😤😤😤😤😤😤😤😤🤢🤢🤢🤢🤢🤢🤢😵😵😵😵😵👎🏾🤬🤬🤬🤬🤬🤬💀💀💀💀💀💀💀💀💀💀👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾🤞🏻👎🏾🤞🏻🤞🏻🤞🏻🤞🏻👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾🤞🏻🤞🏻🤞🏻🤞🏻🤞🏻🤞🏻👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾
gettingannoyed512,2021-08-02 05:24:47-07:00,1,0,Makes me start a tv show from the beginning,I have to start from the beginning of watching a tv show. I know I’ve haven’t watch a tv show in a couple of months but y’all don’t have to make me watch it from the beginning
INXNTY,2021-08-02 02:24:47-07:00,1,0,the update is so ridiculous,i cant even use my netflix on other country. it says ! that can only use in country where i at. fix this please i’m paying it but cant even use it
lextraaaaaaa,2021-08-01 22:14:28-07:00,2,0,but firends on Netflix agian,i love netfix but u take a lot of movies like firends i was upseted with that show it was amazing but u guys took it off it was amzing like i luv watching that with my fam
StormTrooper Daddy,2021-08-01 19:34:03-07:00,1,0,Why Netflix oh why can you,Last night on Netflix the little rascals was removed  this year to save me my tears I  watch the sequel
lily legend,2021-08-01 18:58:46-07:00,5,0,VERY UNDERRATED,"Dear Netflix, me and my family all have Netflix my siblings won’t stop watching it and so can’t I! I also love how you guys made a kids section (:!"
hehe dino,2021-08-01 18:46:59-07:00,5,0,✌️,It has miraculous and Shera so I love it
kitty cat moew moew,2021-08-01 18:20:25-07:00,5,0,Make more,"Hi! My fav show in Netflix is No good nick! Tonight I just finished the show and I really wanted to watch more, but I was also sad that it ended on season 2. So Netflix people or anyone who’s reading this, if you know the producer please tell him or her to make more episodes. Anyway if you want to watch that show go check it out on Netflix! It’s rated PG. there are also a bunch more shows that are awesome so, go and get Netflix!"
zcani,2021-08-01 18:07:48-07:00,3,0,Issues need to be fixed,So every time I go on Netflix it logs me out so I have to log back in and sometimes even then it glitches me out. It’s just really been wack for like two months maybe more I honestly don’t know how long. I also don’t like which movies they decide to take off like inception and pll so yeah
Chrispatsox,2021-08-01 16:46:14-07:00,1,0,Netflix Are you still Listening? Because I doubt it.,"Dear Netflix my Tv wouldn't be on if I wasn't still watching. I Don't care about my own bandwidth use Why would I care about a strangers bandwidth use? Why does Their stupidity become my problem? 
I noticed shows with weekly release schedules! When did you decide to become another cookie cutter streaming cable channel that happens to be on the internet? Cable industry was right, its not a dying media its a more profitable one because they shifted to a cheaper production model. 
Netflix is Just Another streaming service turned online cable channel."
Fうじょし,2021-08-01 16:00:36-07:00,4,0,Shaaaame on you!!,Where Voltron… where voltron pfp… where is.. anime pfps… Netflix… shame on you!
F1JSJ,2021-08-01 15:17:54-07:00,5,0,"Love it! No issues <33 good job Netflix, keep up the good work.","love it truly! I’ve been using Netflix since 2019. so far so good! 
I could watch miraculous ladybug all day and night!! <3 tysm for making this app. I’ve been using Hulu and I’ve been getting some issues. I saw this app a long time ago, and I started using it! keep up the good work Netflix! 💟 ,, i love it sm, it helps me go to sleep at night! The shows are everything. 💟 . please, add more features though! , otherwise, I love the app so far! <3"
260mane,2021-08-01 15:12:16-07:00,3,0,"Why, Why!",I just want to start out by saying I really like Netflix but You keep on taking down shows that I like I mean why the heck can’t you keep them up instead of just trashing them completely.
listotiam,2021-08-01 14:52:26-07:00,1,2,Problematic,You’re representation of Muslim men and women seems to adhere to the stereotypes. You constantly put down Islam and the Hijab. Listen here HIJAB IS FOR ALLAH AND WE DONT REMOVE IT FOR SOME BOY?! So fix your movies up okay?? Also cuties really? One word pedophilia
coco everything,2021-08-01 13:32:14-07:00,5,0,Sad,"I had this fav show called angry mom, I was watching it and I haven’t even finished it yet, the next day when I was gonna continue it it was gone, please put back angry mom!!!! But overall your app deserves a 5 start review"
Booo Zoe,2021-08-01 11:28:02-07:00,1,0,pleaseee,please put a dub/elglish version for saiki k!
raj1ina B,2021-08-01 10:34:27-07:00,4,0,Greta but hear are some of my thoughts :),"Netflix is so amazing in almost every way! From the acting to the categories! But here are some of my thoughts :)

1. The shows and movies are great! But there are shows totally unheard of and boring! Could u add shows like classics! Like: mean girls, Harry Potter, modern familly… somethign that parents or friends would suggest. Not weird shows or movie with not amazing acting and concept!

2. Mabye add some more languages! I speack loads of languages, but for example French! A very commun language is barley accessible. There are a couple shows and movie where u can change the audio to French, WICH is extremely annoying because that’s my main language.

3. The kids section mostly only has baby shows. Like for 2-4 year olds. Mabye add some more movies for kids ( not baby’s/toddlers) nothing inappropriate but a 8-10 year old does not want to watch aquanauts.

4- my last suggestion is, to change up the movies and shows a little more often. You guys do from time to time dint get me wrong! But I watched basically all fo Netflix for my age and I waited 2 months for a new show or movie for my age group WICH was very disappointing!

Hope some of these thigns can improve! But over all Netflix is a must have"
Maddoglololl,2021-08-01 10:11:38-07:00,5,0,Netflix,Love it sm
Kazipooh,2021-08-01 09:33:53-07:00,2,0,The app that takes forever with putting out new episodes,I like this app but I am getting sick of the wait for them to put  season 5 of riverdale on there and with other shows it is ridiculous!!!!!
noahkbb51,2021-08-01 09:23:46-07:00,3,0,i like it but...,"netflix is great i love it but on of my favorite shows just stopped loading. no matter how many times i restart the app, rewind, uninstall and reinstall it just won’t seem too work. weird that it’s only on one show though."
bobby bay care,2021-08-01 08:26:17-07:00,5,0,This is good,Nothing else to say 😑
HVNBTM,2021-08-01 07:56:46-07:00,3,0,I have trouble,"Hi , my account have a little trouble . I can’t have my Vietnamese subtitles in a few movies . Can you fix that for me please ?!"
AJsFASHION,2021-08-01 07:23:24-07:00,1,0,I HATE YOU NETFLIX,WHY WOULD YOU TAKE CHILDS PLAY OFF OF NETFLIX KMOW THAT THAT WAS THE ONLY APP I COULD WATCH IT ON YOU MNOW WHAT I DON T NEETD THIS STUPID APP ANYMORE YOU LOST ME BYE B!TCH
Shanto_316,2021-08-01 06:39:14-07:00,2,0,Video Resolution issue,iPhone SE 2nd generation has 4K HDR10+ supported display. Then why Netflix only supports only 720p resolution for iPhone SE 2nd gen? It’s completely ridiculous. I seek attention of Netflix app developers and I request please consider the video resolution issue of iPhone SE 2nd gen and make fix and bring an update so that we can see 4K HDR videos on iPhone SE 2 on Netflix.
Waring94,2021-08-01 06:29:26-07:00,1,0,Not even able to login,So your main screen before the login keeps popping up every time I try to login. I’ll type half of my email and it kicks me back out of that screen. I’ve uninstalled it twice and reset my phone so I know it’s your app.
lolaaaahd,2021-08-01 06:09:04-07:00,1,0,Hate the new update,The section of comming new only review a 10 shows
Chicken_nunget281,2021-08-01 02:31:03-07:00,5,0,"Dear Netflix,",Please add settings to the app mainly because nobody feels like logging in twice.
marj 2007,2021-08-01 01:49:06-07:00,4,0,it’s good,so my fav show is the 100 and you better not take it off just give me like 10 years then you may take of off BUT BRO TELL ME WHY you guys put the irrelevant picture for my nexflix profile picture. Like the 100 is one of the most famous shows on nexflix and you guys don’t have a section for the 100 in the profile pictures. I will be so happy if you guys would add the 100 as an option for the profile pictures. Thank you love the app 😉
MannytheeStallion,2021-08-01 00:08:09-07:00,2,0,The little Rascal Leaving,Why they was so heartbroken it’s crazy 😣😖😢😤
Twilightxbluebird,2021-07-31 23:46:25-07:00,4,0,ur mom,love u Netflix but stop taking all the good anime’s off for weird shows 😟
marken27,2021-07-31 21:31:10-07:00,1,0,I hate this,IT TAKES OUT everything I love to watch
Come on already!!!!!!!,2021-07-31 20:46:45-07:00,1,0,Why is it that audio falls behind?,"I mean, when I’m watching a show and the audio is slower than the video, it’s garbage. Is it you or are we all hacked?"
farty_pants123,2021-07-31 20:31:58-07:00,5,0,E,#####################
ChoqlitQT,2021-07-31 18:39:36-07:00,1,0,Can't add to my list,The app has serious bugs. I keep trying to add movies to my list but it won't add them. No error messages or anything. It's really frustrating.
cristhemaniaclol,2021-07-31 17:55:34-07:00,4,0,It’s good but it has its problems….,"Netflix is great, it’s perfect for watching movies and series when your bored or some free time, the only problem is that you find a series on Netflix and you really enjoy watching the first season but when you go to watch the next season you find that they don’t have the other seasons for example attack on titan or demon slayer."
HappyKittyMeowCat🐈❤️😻,2021-07-31 16:55:38-07:00,5,0,MY HERO ACADEMIA,PLEASE ADD MY HERO ACADEMIA
sad broke person,2021-07-31 12:22:00-07:00,4,0,Pls Netflix,Twilight was nice but CAN WE PLEASE HAVE TEEN WOLF PLS
hxrdkay,2021-07-31 12:09:50-07:00,3,0,A Netflix review,Alll in all it’s good but there is Some problems I wanna explain. Number 1 there’s not that much new stuff/movies/series/episodes and Netflix is the only 1 with not that much seasons and new episodes and again all in all it’s good and I give it a soli 3
thebillyraestan,2021-07-31 12:07:02-07:00,1,0,GIVE US OUR TV SHOWS BACK,"I love Netflix, but after them deleting classics like the office, parks and rec, friends, that 70s show, etc. I don’t know what to watch anymore."
BLUEKUF,2021-07-31 10:43:04-07:00,5,0,Netflix,It’s a great app and loved using it
milena brielle torres,2021-07-31 09:37:38-07:00,1,0,Hate,Hi I I don’t like this guy delete delete delete
the best thing evee 🤔,2021-07-31 08:21:16-07:00,5,0,Great,So great but I think they should add more things like put switch at broth back and the secret life of the American teenager back. Also they should put more old movies but other then that Netflix is great you can find a lot of things on there
cokiecarly,2021-07-31 07:28:05-07:00,3,0,Better profile pictures,Can you please add profile pictures of anime shows like demon slayer and hunter X hunter
another Tay,2021-07-30 22:01:40-07:00,1,0,Airplay doesn’t work,Airplay doesn’t work. I thought Netflix had good developers
Anonymous🛴🐷,2021-07-30 21:11:25-07:00,1,1,Hype house..,Hype house… really bro that’s a new low- keep that straight Tiktok stuff on tiktok smh😐
Junior ;w;,2021-07-30 20:38:16-07:00,2,0,Idk,They keep taking down movies or shows for kids like lava girl and shark boy and the buddies and maybe more and this app is for 12 people why would they add kids shows and then take down kids shows?
Crimson Is Joe Mama,2021-07-30 20:24:25-07:00,5,0,I just love Netflix man,Yeah I don’t have much to do with my time but Netflix is a good way to take up that time
jshshdjdhehdjkcgfyeksf,2021-07-30 19:43:57-07:00,4,0,This takes up like 100% Data,I love it but it takes up so much data I had to delete so many apps and photos to get this to work
Queenluna33333,2021-07-30 19:03:29-07:00,5,0,Recomendación,I would love if you could dawnloud a series of movie that you like so you can still watch it even when it was taken down from Netflix
kara with an annoying bro,2021-07-30 16:27:31-07:00,2,0,Netflix,Uwu love it but takes long to load uwu uwu
Customer1478,2021-07-30 15:45:44-07:00,1,0,Inconsistent content,"I was watching jeopardy the other night. The next day, it’s gone with no explanation."
kyleigh🍩 Sweet like candy,2021-07-30 14:37:18-07:00,4,0,Why tho,OK I love the app I have it on my iPad right now I’m doing this on my phone but it’s just not fun whenever you keep taking away apps well like shows I love all of the shows but some of them I love so much that I barely get to see them like live in Maddie one day I want to go search them up and I couldn’t find them and like it’s not fair I get that it doesn’t get a lot of use that much but you shouldn’t take it away some people might want to start watching it like I loved Liv and I I also love the bunch of other shows that I forgot the name because I’ve never got to watch them
",-.:(.",2021-07-30 14:26:29-07:00,1,0,Destroying America,Netflix is apart of destroying this country and Sean Penn is a terrible actor.
Mtj1969,2021-07-30 12:31:07-07:00,1,0,Doesn’t work for years now,The Apple TV app hasn’t worked correctly in years now .  The selection menu on the far left is broke and cause crash. Does anyone there use the Netflix app and see what’s actually going on? Select new from the menu on left and see what happens.
Haileyscomet13,2021-07-30 12:11:25-07:00,1,0,Netflix app not working,"Every time I try to use my app on my phone, it tells me my profile is invalid and to try again later. It’s been a month. I don’t have this issue with my other streaming apps."
funcakefunif,2021-07-30 11:59:03-07:00,2,0,Bring animal mechanicals back!,"Dear devs of Netflix even though I love Netflix there's a show I grew up with it was called animal mechanicals and I loved that show please bring it back!
 From your #1 fan Kendall"
Dinogirl1734,2021-07-30 10:35:36-07:00,1,0,Bad updates,"Spontaneously crashing every 2 minutes and logging me out, after I spend 10 minutes trying to constantly log in. Fix these issues please."
jorolover,2021-07-30 09:50:57-07:00,5,0,Amazing,Hot girls watch Netflix
emgs257,2021-07-30 07:38:55-07:00,1,0,No internet connection,Ever since the new update I app keeps say no internet connection but I know I have some because YouTube and Disney+ are working fine.
Ruffneck RyRy,2021-07-30 07:22:50-07:00,4,0,Enjoy while you still can!,Netflix is a great app. I used to watch all the power rangers series all the time. That is until Netflix realized a twelfth of it’s catalog was power rangers and they removed almost all of them. It makes up for it by having Neon Genesis Evangelion though.
Minecraft🦄🦄🧐😊🙃,2021-07-30 06:30:18-07:00,5,0,MUST ADD TO KIDS,So hi Netflix I just started anime and I am tired of going on my parents account just to watch Naruto bc I finished sailor moon could u add the movie sailor moon from the grown up account plz?Btw add the original sailor moon plz and thank u!
Jordan lol 😏🔪,2021-07-30 01:44:23-07:00,5,0,success,blah
ppphead,2021-07-29 23:45:33-07:00,1,0,OBX SZN 2,WHERE IS OUTER BANKS SEASON 2. ITS CURRENTLY FRIDAY JULY 30TH AND OBX 2 IS NOWHERE TO BE FOUND. GIVE IT TO ME NOW! 🤬🤬🤬🤬🤬
al8efk,2021-07-29 23:28:45-07:00,3,0,Pueden activar los subtítulos en inglés.,"Amo Netflix pero estoy aprendiendo inglés, y aprendo con los subtítulos también😢"
dataylor1233839,2021-07-29 22:16:19-07:00,1,0,I’m mad,This is not okay outer banks was supposed to come out at 12:00! Season 2 should’ve been out I messed up my sleep schedule for this NETFLIX!
this apps innacurate,2021-07-29 21:05:10-07:00,2,0,Releasing,Great selection of movies and all but it was a terrible call releasing outer banks season 2 at 3am et when it’s 12am pt release it at different times depending on where you’re at
DLOWE38,2021-07-29 21:01:09-07:00,1,0,Forced log out,"I am constantly getting logged out after I leave the app, and I now can’t get on anymore. Please fix this."
nogums,2021-07-29 21:00:51-07:00,1,0,fix subtitles,pls fix subtitles it's annoying and i cant understand people that use sign language so pls fix or else i will burn down your company down to ashes 💯
oggyboogy3000,2021-07-29 19:52:25-07:00,5,0,Outer banks,It’s tn at 3:00 am letsss goooo thank you netflix for the much adored fun watching movies on
Usylesses,2021-07-29 19:51:30-07:00,1,0,"No or poor subtitles, even on popular shows",The fact that a shoo like The Walking Dead doesn’t have the option for subtitles is absolutely absurd. You don’t even need to pay someone to transcribe them anymore; AI can do it.
GinxIsDumb,2021-07-29 19:33:20-07:00,2,0,Not signing in properly,So I love watching Netflix when I am bored or not entertained so if I’m on the go and have some time I’ll watch Netflix but I can’t because I can’t even get passed the sign in screen when I download it
Lentiggini1,2021-07-29 19:28:40-07:00,2,0,Please fix this bug!,Great app but it has trouble playing shows that I’ve downloaded to my phone. Like if I’m in airplane mode the shows play just fine but if I’m connected to the internet the shows won’t play. Would love to be able to watch downloaded shows whether I’m connected or not!
